images,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,text_14.started,text_14.stopped,Survey.keys,Survey.rt,Survey.started,Survey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,20.607849999971222,None,22.686419199977536,None,26.91015949996654,None,7,1.9243800999829546,27.11083769996185,None,,,,,,,,,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/2.jpg,0,0,0,0,,,,,,,,,,,27.11083769996185,None,30.28034509997815,None,2,2.145703600021079,32.969829500012565,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/27.jpg,0,1,1,1,,,,,,,,,,,,,35.148962899984326,None,4,1.125086099957116,38.11017439997522,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/64.jpg,0,2,2,2,,,,,,,,,,,,,39.26922429999104,None,5,0.7794398000114597,40.43174420000287,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/4.jpg,0,3,3,3,,,,,,,,,,,,,41.23828809999395,None,3,0.32007079996401444,41.91527529997984,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/32.jpg,0,4,4,4,,,,,,,,,,,,,42.27474009996513,None,3,0.25810370000544935,42.81713639997179,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/79.jpg,0,5,5,5,,,,,,,,,,,,,43.10712820000481,None,5,0.2560721000190824,43.63524959998904,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/8.jpg,0,6,6,6,,,,,,,,,,,,,43.92522460001055,None,3,0.19949789997190237,44.420113799977116,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/38.jpg,0,7,7,7,,,,,,,,,,,,,44.64464000001317,None,3,0.23370179999619722,45.13779159996193,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/87.jpg,0,8,8,8,,,,,,,,,,,,,45.39777410001261,None,3,0.1274707000120543,45.95595069997944,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/16.jpg,0,9,9,9,,,,,,,,,,,,,46.11215689999517,None,3,0.2413059000391513,46.67411139997421,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/47.jpg,0,10,10,10,,,,,,,,,,,,,46.96614530001534,None,3,0.19884100003400818,47.52480849996209,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/100.jpg,0,11,11,11,,,,,,,,,,,,,47.755177000013646,None,4,0.319699399988167,48.25959889998194,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
images/20.jpg,0,12,12,12,,,,,,,,,,,,,48.61863529996481,None,3,0.29225259996019304,49.1268979999586,None,,001,2021_Jul_23_0344,exp1,2021.2.0,60.42201148885254,
,,,,,,,,,,,,,,,,,49.45045130001381,None,,,,,,,,,,,
